counter,city,cityarea,address
293,台北市,中正區,青島東路
294,台北市,中正區,信陽街
295,台北市,中正區,信義路１段
296,台北市,中正區,信義路２段
297,台北市,中正區,南昌路１段
298,台北市,中正區,南昌路２段
299,台北市,中正區,南海路
300,台北市,中正區,南陽街
301,台北市,中正區,思源街
302,台北市,中正區,泉州街
303,台北市,中正區,牯嶺街
304,台北市,中正區,重慶南路１段
305,台北市,中正區,重慶南路２段
306,台北市,中正區,重慶南路３段
307,台北市,中正區,師大路
308,台北市,中正區,徐州路
309,台北市,中正區,晉江街
310,台北市,中正區,桃源街
311,台北市,中正區,泰安街
312,台北市,中正區,常德街
313,台北市,中正區,紹興北街
314,台北市,中正區,紹興南街
315,台北市,中正區,莒光路
316,台北市,中正區,許昌街
317,台北市,中正區,連雲街
318,台北市,中正區,凱達格蘭大道
319,台北市,中正區,博愛路
320,台北市,中正區,惠安街
321,台北市,中正區,湖口街
322,台北市,中正區,詔安街
323,台北市,中正區,貴陽街１段
324,台北市,中正區,開封街１段
325,台北市,中正區,廈門街
326,台北市,中正區,愛國西路
327,台北市,中正區,愛國東路
328,台北市,中正區,新生北路１段
329,台北市,中正區,新生南路１段
330,台北市,中正區,寧波西街
331,台北市,中正區,寧波東街
332,台北市,中正區,漢口街１段
333,台北市,中正區,福州街
334,台北市,中正區,銅山街
335,台北市,中正區,齊東街
336,台北市,中正區,廣州街
337,台北市,中正區,潮州街
338,台北市,中正區,衡陽路
339,台北市,中正區,館前路
340,台北市,中正區,濟南路１段
341,台北市,中正區,濟南路２段
342,台北市,中正區,臨沂街
343,台北市,中正區,襄陽路
344,台北市,中正區,鎮江街
345,台北市,中正區,懷寧街
346,台北市,中正區,羅斯福路１段
347,台北市,中正區,羅斯福路２段
348,台北市,中正區,羅斯福路３段
349,台北市,中正區,羅斯福路４段
350,台北市,中正區,寶慶路
351,台北市,大同區,大龍街
352,台北市,大同區,五原路
353,台北市,大同區,天水路
354,台北市,大同區,太原路
355,台北市,大同區,市民大道１段
356,台北市,大同區,平陽街
357,台北市,大同區,民生西路
358,台北市,大同區,民族西路
359,台北市,大同區,民樂街
360,台北市,大同區,民權西路
361,台北市,大同區,永昌街
362,台北市,大同區,甘州街
363,台北市,大同區,甘谷街
364,台北市,大同區,伊寧街
365,台北市,大同區,安西街
366,台北市,大同區,西寧北路
367,台北市,大同區,赤峰街
368,台北市,大同區,延平北路１段
369,台北市,大同區,延平北路２段
370,台北市,大同區,延平北路３段
371,台北市,大同區,延平北路４段
372,台北市,大同區,忠孝西路２段
373,台北市,大同區,承德路１段
374,台北市,大同區,承德路２段
375,台北市,大同區,承德路３段
376,台北市,大同區,昌吉街
377,台北市,大同區,長安西路
378,台北市,大同區,保安街
379,台北市,大同區,南京西路
380,台北市,大同區,哈密街
381,台北市,大同區,迪化街１段
382,台北市,大同區,迪化街２段
383,台北市,大同區,重慶北路１段
384,台北市,大同區,重慶北路２段
385,台北市,大同區,重慶北路３段
386,台北市,大同區,庫倫街
387,台北市,大同區,酒泉街
388,台北市,大同區,涼州街
389,台北市,大同區,通河西街１段
390,台北市,大同區,敦煌路
391,台北市,大同區,景化街
392,台北市,大同區,華亭街
393,台北市,大同區,華陰街
394,台北市,大同區,貴德街
395,台北市,大同區,塔城街
396,台北市,大同區,萬全街
397,台北市,大同區,寧夏路
398,台北市,大同區,撫順街
399,台北市,大同區,鄭州路
400,台北市,大同區,興城街
401,台北市,大同區,錦西街
402,台北市,大同區,環河北路１段
403,台北市,大同區,環河北路２段
404,台北市,大同區,歸綏街
405,台北市,大同區,雙連街
406,台北市,大同區,蘭州街
407,台北市,中山區,一江街
408,台北市,中山區,八德路２段
409,台北市,中山區,大佳街
410,台北市,中山區,大直街
411,台北市,中山區,中山北路１段
412,台北市,中山區,中山北路２段
413,台北市,中山區,中山北路３段
414,台北市,中山區,中山北路４段
415,台北市,中山區,中原街
416,台北市,中山區,五常街
417,台北市,中山區,內湖路１段
418,台北市,中山區,天津街
419,台北市,中山區,天祥路
420,台北市,中山區,北安路
421,台北市,中山區,四平街
422,台北市,中山區,市民大道２段
423,台北市,中山區,市民大道３段
424,台北市,中山區,民生西路
425,台北市,中山區,民生東路１段
426,台北市,中山區,民生東路２段
427,台北市,中山區,民生東路３段
428,台北市,中山區,民族西路
429,台北市,中山區,民族東路
430,台北市,中山區,民權西路
431,台北市,中山區,民權東路１段
432,台北市,中山區,民權東路２段
433,台北市,中山區,民權東路３段
434,台北市,中山區,玉門街
435,台北市,中山區,伊通街
436,台北市,中山區,吉林路
437,台北市,中山區,合江街
438,台北市,中山區,安東街
439,台北市,中山區,朱崙街
440,台北市,中山區,明水路
441,台北市,中山區,林森北路
442,台北市,中山區,松江路
443,台北市,中山區,長安西路
444,台北市,中山區,長安東路１段
445,台北市,中山區,長安東路２段
446,台北市,中山區,長春路
447,台北市,中山區,南京西路
448,台北市,中山區,南京東路１段
449,台北市,中山區,南京東路２段
450,台北市,中山區,南京東路３段
451,台北市,中山區,建國北路１段
452,台北市,中山區,建國北路２段
453,台北市,中山區,建國北路３段
454,台北市,中山區,建國南路１段
455,台北市,中山區,酒泉街
456,台北市,中山區,基湖路
457,台北市,中山區,通北街
458,台北市,中山區,堤頂大道２段
459,台北市,中山區,復興北路
460,台北市,中山區,復興南路１段
461,台北市,中山區,植福路
462,台北市,中山區,渭水路
463,台北市,中山區,華陰街
464,台北市,中山區,敬業一路
465,台北市,中山區,敬業二路
466,台北市,中山區,敬業三路
467,台北市,中山區,敬業四路
468,台北市,中山區,新生北路１段
469,台北市,中山區,新生北路２段
470,台北市,中山區,新生北路３段
471,台北市,中山區,農安街
472,台北市,中山區,劍南路
473,台北市,中山區,德惠街
474,台北市,中山區,撫順街
475,台北市,中山區,樂群一路
476,台北市,中山區,樂群二路
477,台北市,中山區,樂群三路
478,台北市,中山區,樂群四路
479,台北市,中山區,興安街
480,台北市,中山區,遼寧街
481,台北市,中山區,錦州街
482,台北市,中山區,錦西街
483,台北市,中山區,龍江路
484,台北市,中山區,濱江街
485,台北市,中山區,雙城街
486,台北市,松山區,八德路２段
487,台北市,松山區,八德路３段
488,台北市,松山區,八德路４段
489,台北市,松山區,三民路
490,台北市,松山區,五常街
491,台北市,松山區,北寧路
492,台北市,松山區,市民大道４段
493,台北市,松山區,市民大道５段
494,台北市,松山區,市民大道６段
495,台北市,松山區,民生東路３段
496,台北市,松山區,民生東路４段
497,台北市,松山區,民生東路５段
498,台北市,松山區,民族東路
499,台北市,松山區,民權東路３段
500,台北市,松山區,民權東路４段
501,台北市,松山區,民權東路５段
502,台北市,松山區,光復北路
503,台北市,松山區,光復南路
504,台北市,松山區,吉祥路
505,台北市,松山區,延吉街
506,台北市,松山區,延壽街
507,台北市,松山區,東寧路
508,台北市,松山區,東興路
509,台北市,松山區,松山路
510,台北市,松山區,松河街
511,台北市,松山區,虎林街
512,台北市,松山區,長安東路２段
513,台北市,松山區,長春路
514,台北市,松山區,南京東路３段
515,台北市,松山區,南京東路４段
516,台北市,松山區,南京東路５段
517,台北市,松山區,健康路
518,台北市,松山區,基隆路１段
519,台北市,松山區,富錦街
520,台北市,松山區,復興北路
521,台北市,松山區,復興南路１段
522,台北市,松山區,敦化北路
523,台北市,松山區,敦化南路１段
524,台北市,松山區,塔悠路
525,台北市,松山區,新中街
526,台北市,松山區,新東街
527,台北市,松山區,寧安街
528,台北市,松山區,慶城街
529,台北市,松山區,撫遠街
530,台北市,松山區,興安街
531,台北市,松山區,濱江街
532,台北市,松山區,舊宗街
533,台北市,松山區,寶清街
534,台北市,松山區,饒河街
535,台北市,大安區,八德路２段
536,台北市,大安區,大安路１段
537,台北市,大安區,大安路２段
538,台北市,大安區,仁愛路３段
539,台北市,大安區,仁愛路４段
540,台北市,大安區,文昌街
541,台北市,大安區,四維路
542,台北市,大安區,市民大道３段
543,台北市,大安區,市民大道４段
544,台北市,大安區,永康街
545,台北市,大安區,光復南路
546,台北市,大安區,安和路１段
547,台北市,大安區,安和路２段
548,台北市,大安區,安居街
549,台北市,大安區,安東街
550,台北市,大安區,舟山路
551,台北市,大安區,辛亥路１段
552,台北市,大安區,辛亥路２段
553,台北市,大安區,辛亥路３段
554,台北市,大安區,和平東路１段
555,台北市,大安區,和平東路２段
556,台北市,大安區,和平東路３段
557,台北市,大安區,延吉街
558,台北市,大安區,忠孝東路３段
559,台北市,大安區,忠孝東路４段
560,台北市,大安區,杭州南路２段
561,台北市,大安區,東豐街
562,台北市,大安區,臥龍街
563,台北市,大安區,芳蘭路
564,台北市,大安區,金山南路２段
565,台北市,大安區,金華街
566,台北市,大安區,長興街
567,台北市,大安區,青田街
568,台北市,大安區,信義路２段
569,台北市,大安區,信義路３段
570,台北市,大安區,信義路４段
571,台北市,大安區,建國南路１段
572,台北市,大安區,建國南路２段
573,台北市,大安區,師大路
574,台北市,大安區,泰順街
575,台北市,大安區,浦城街
576,台北市,大安區,基隆路２段
577,台北市,大安區,基隆路３段
578,台北市,大安區,基隆路４段
579,台北市,大安區,通化街
580,台北市,大安區,通安街
581,台北市,大安區,富陽街
582,台北市,大安區,復興南路１段
583,台北市,大安區,復興南路２段
584,台北市,大安區,敦化南路１段
585,台北市,大安區,敦化南路２段
586,台北市,大安區,敦南街
587,台北市,大安區,雲和街
588,台北市,大安區,愛國東路
589,台北市,大安區,新生北路１段
590,台北市,大安區,新生南路１段
591,台北市,大安區,新生南路２段
592,台北市,大安區,新生南路３段
593,台北市,大安區,溫州街
594,台北市,大安區,瑞安街
595,台北市,大安區,嘉興街
596,台北市,大安區,樂利路
597,台北市,大安區,樂業街
598,台北市,大安區,潮州街
599,台北市,大安區,龍泉街
600,台北市,大安區,濟南路３段
601,台北市,大安區,臨江街
602,台北市,大安區,羅斯福路２段
603,台北市,大安區,羅斯福路３段
604,台北市,大安區,羅斯福路４段
605,台北市,大安區,麗水街
606,台北市,萬華區,三水街
607,台北市,萬華區,大埔街
608,台北市,萬華區,大理街
609,台北市,萬華區,中華路１段
610,台北市,萬華區,中華路２段
611,台北市,萬華區,內江街
612,台北市,萬華區,水源路
613,台北市,萬華區,民和街
614,台北市,萬華區,永福街
615,台北市,萬華區,汀州路１段
616,台北市,萬華區,成都路
617,台北市,萬華區,西昌街
618,台北市,萬華區,西園路１段
619,台北市,萬華區,西園路２段
620,台北市,萬華區,西寧南路
621,台北市,萬華區,西藏路
622,台北市,萬華區,和平西路２段
623,台北市,萬華區,和平西路３段
624,台北市,萬華區,忠孝西路２段
625,台北市,萬華區,昆明街
626,台北市,萬華區,東園街
627,台北市,萬華區,武成街
628,台北市,萬華區,武昌街２段
629,台北市,萬華區,長沙街２段
630,台北市,萬華區,長泰街
631,台北市,萬華區,長順街
632,台北市,萬華區,青年路
633,台北市,萬華區,南寧路
634,台北市,萬華區,柳州街
635,台北市,萬華區,洛陽街
636,台北市,萬華區,峨眉街
637,台北市,萬華區,桂林路
638,台北市,萬華區,國興路
639,台北市,萬華區,康定路
640,台北市,萬華區,梧州街
641,台北市,萬華區,莒光路
642,台北市,萬華區,富民路
643,台北市,萬華區,華西街
644,台北市,萬華區,貴陽街２段
645,台北市,萬華區,開封街２段
646,台北市,萬華區,隆昌街
647,台北市,萬華區,雅江街
648,台北市,萬華區,萬大路
649,台北市,萬華區,萬青街
650,台北市,萬華區,漢口街２段
651,台北市,萬華區,漢中街
652,台北市,萬華區,艋舺大道
653,台北市,萬華區,廣州街
654,台北市,萬華區,德昌街
655,台北市,萬華區,興義街
656,台北市,萬華區,興寧街
657,台北市,萬華區,環河南路１段
658,台北市,萬華區,環河南路２段
659,台北市,萬華區,環河南路３段
660,台北市,萬華區,雙和街
661,台北市,萬華區,雙園街
662,台北市,萬華區,寶興街
663,台北市,信義區,大道路
664,台北市,信義區,中坡北路
665,台北市,信義區,中坡南路
666,台北市,信義區,仁愛路４段
667,台北市,信義區,文昌街
668,台北市,信義區,市民大道５段
669,台北市,信義區,市民大道６段
670,台北市,信義區,市府路
671,台北市,信義區,永吉路
672,台北市,信義區,光復南路
673,台北市,信義區,吳興街
674,台北市,信義區,和平東路３段
675,台北市,信義區,忠孝東路４段
676,台北市,信義區,忠孝東路５段
677,台北市,信義區,東興路
678,台北市,信義區,林口街
679,台北市,信義區,松山路
680,台北市,信義區,松仁路
681,台北市,信義區,松平路
682,台北市,信義區,松信路
683,台北市,信義區,松勇路
684,台北市,信義區,松高路
685,台北市,信義區,松智路
686,台北市,信義區,松隆路
687,台北市,信義區,松勤街
688,台北市,信義區,松廉路
689,台北市,信義區,松壽路
690,台北市,信義區,松德路
691,台北市,信義區,臥龍街
692,台北市,信義區,虎林街
693,台北市,信義區,青雲街
694,台北市,信義區,信安街
695,台北市,信義區,信義路４段
696,台北市,信義區,信義路５段
697,台北市,信義區,信義路６段
698,台北市,信義區,基隆路１段
699,台北市,信義區,基隆路２段
700,台北市,信義區,崇德街
701,台北市,信義區,祥雲街
702,台北市,信義區,莊敬路
703,台北市,信義區,富陽街
704,台北市,信義區,景雲街
705,台北市,信義區,紫雲街
706,台北市,信義區,逸仙路
707,台北市,信義區,瑞雲街
708,台北市,信義區,嘉興街
709,台北市,信義區,福德街
710,台北市,士林區,力行街
711,台北市,士林區,下樹林街
712,台北市,士林區,士東路
713,台北市,士林區,士商路
714,台北市,士林區,大北路
715,台北市,士林區,大光街
716,台北市,士林區,大西路
717,台北市,士林區,大亨路
718,台北市,士林區,大東路
719,台北市,士林區,大南路
720,台北市,士林區,小北街
721,台北市,士林區,小西街
722,台北市,士林區,小東街
723,台北市,士林區,小南街
724,台北市,士林區,中山北路４段
725,台北市,士林區,中山北路５段
726,台北市,士林區,中山北路６段
727,台北市,士林區,中山北路７段
728,台北市,士林區,中正路
729,台北市,士林區,中社路１段
730,台北市,士林區,中社路２段
731,台北市,士林區,中庸一路
732,台北市,士林區,中庸二路
733,台北市,士林區,中庸五路
734,台北市,士林區,中華路
735,台北市,士林區,中興街
736,台北市,士林區,仁民路
737,台北市,士林區,天母北路
738,台北市,士林區,天母西路
739,台北市,士林區,天母東路
740,台北市,士林區,天玉街
741,台北市,士林區,文昌路
742,台北市,士林區,文林路
743,台北市,士林區,平菁街
744,台北市,士林區,永公路
745,台北市,士林區,永平街
746,台北市,士林區,仰德大道１段
747,台北市,士林區,仰德大道２段
748,台北市,士林區,仰德大道３段
749,台北市,士林區,仰德大道４段
750,台北市,士林區,光華路
751,台北市,士林區,安平街
752,台北市,士林區,竹子湖路
753,台北市,士林區,自祥街
754,台北市,士林區,至善路１段
755,台北市,士林區,至善路２段
756,台北市,士林區,至善路３段
757,台北市,士林區,至誠路１段
758,台北市,士林區,至誠路２段
759,台北市,士林區,克強路
760,台北市,士林區,志成街
761,台北市,士林區,和平路
762,台北市,士林區,和豐街
763,台北市,士林區,幸福街
764,台北市,士林區,延平北路５段
765,台北市,士林區,延平北路６段
766,台北市,士林區,延平北路７段
767,台北市,士林區,延平北路８段
768,台北市,士林區,延平北路９段
769,台北市,士林區,忠勇街
770,台北市,士林區,忠義街
771,台北市,士林區,忠誠路１段
772,台北市,士林區,忠誠路２段
773,台北市,士林區,承德路４段
774,台北市,士林區,承德路５段
775,台北市,士林區,明溪街
776,台北市,士林區,東山路
777,台北市,士林區,社子街
778,台北市,士林區,社中街
779,台北市,士林區,社正路
780,台北市,士林區,芝玉路１段
781,台北市,士林區,芝玉路２段
782,台北市,士林區,長春街
783,台北市,士林區,雨農路
784,台北市,士林區,雨聲街
785,台北市,士林區,前港街
786,台北市,士林區,前街
787,台北市,士林區,建業路
788,台北市,士林區,後港街
789,台北市,士林區,後街
790,台北市,士林區,故宮路
791,台北市,士林區,美崙街
792,台北市,士林區,美德街
793,台北市,士林區,重慶北路４段
794,台北市,士林區,倫等街
795,台北市,士林區,格致路
796,台北市,士林區,國泰街
797,台北市,士林區,國華街
798,台北市,士林區,基河路
799,台北市,士林區,莊頂路
800,台北市,士林區,通河西街１段
801,台北市,士林區,通河西街２段
802,台北市,士林區,通河東街１段
803,台北市,士林區,通河東街２段
804,台北市,士林區,通河街
805,台北市,士林區,凱旋路
806,台北市,士林區,菁山路
807,台北市,士林區,華光街
808,台北市,士林區,華岡路
809,台北市,士林區,華榮街
810,台北市,士林區,華興街
811,台北市,士林區,華聲街
812,台北市,士林區,華齡街
813,台北市,士林區,貴富街
814,台北市,士林區,陽明路１段
815,台北市,士林區,陽明路２段
816,台北市,士林區,愛富一街
817,台北市,士林區,愛富二街
818,台北市,士林區,愛富二街厚生巷
819,台北市,士林區,愛富二街樂生巷
820,台北市,士林區,愛富三街
821,台北市,士林區,愛富三街長生巷
822,台北市,士林區,新安路
823,台北市,士林區,新園街
824,台北市,士林區,葫東街
825,台北市,士林區,葫蘆街
826,台北市,士林區,福志路
827,台北市,士林區,福林路
828,台北市,士林區,福國路
829,台北市,士林區,福港街
830,台北市,士林區,福華路
831,台北市,士林區,福壽街
832,台北市,士林區,福榮街
833,台北市,士林區,福德路
834,台北市,士林區,翠山街
835,台北市,士林區,劍南路
836,台北市,士林區,劍潭路
837,台北市,士林區,德行西路
838,台北市,士林區,德行東路
839,台北市,士林區,環河北路３段
840,台北市,士林區,磺溪街
841,台北市,士林區,臨溪路
842,台北市,士林區,雙溪街
843,台北市,北投區,一心路
844,台北市,北投區,一德街
845,台北市,北投區,三合街２段
846,台北市,北投區,大屯路
847,台北市,北投區,大屯路光華一巷
848,台北市,北投區,大屯路光華二巷
849,台北市,北投區,大屯路光華三巷
850,台北市,北投區,大屯路光華四巷
851,台北市,北投區,大同街
852,台北市,北投區,大度路
853,台北市,北投區,大度路３段
854,台北市,北投區,大度路怡和巷
855,台北市,北投區,大業路
856,台北市,北投區,大興街
857,台北市,北投區,中山北路７段
858,台北市,北投區,中山路
859,台北市,北投區,中心街
860,台北市,北投區,中央北路１段
861,台北市,北投區,中央北路２段
862,台北市,北投區,中央北路３段
863,台北市,北投區,中央北路４段
864,台北市,北投區,中央南路１段
865,台北市,北投區,中央南路２段
866,台北市,北投區,中正街
867,台北市,北投區,中和街
868,台北市,北投區,中和街新建巷
869,台北市,北投區,中和街錫安巷
870,台北市,北投區,中華街
